id;coments
72;Chegamos até ela pela trilha que atravessa a ilha e é em grande parte protegida do sol... a praia lá parecia mais agitada que na barra. A vista da serra que circunda a região é muito bonita. Não tem nenhum ponto de venda nem construções o que deixa a paisagem ainda mais rústica e bela. É bom levar água e comida...
73;Uma imensidão de areia e praticamente ninguém à vista. Depois de uma trilha fácil de cerca de 30 minutos, chega-se a esse pedacinho de paraíso.
74;Uau!!!!!! Que lugar lindo!!!! Dá vontade de morar lá, de desfrutar mais da paz, das belezas, da harmonia deste lugar. Caminhar por esta praia de manhã, tarde ou noite é um presente divino!!! Águas deliciosas num horizonte a perder de vista. Contemplar, meditar, namorar, passear ...esta praia inspira somente coisas boas. Leve água, repelente, protetor e explore seus sentidos!
75;É simplesmente uma praia linda com quilômetros e quilômetros sem nada apenas você e o mar a natureza ainda virgem
76;Um lugar maravilhoso com duas opções de trilha, aconselhável ir pela trilha da floresta onde é possível apreciar as espécies nativas de plantas e alguns animais e voltar pela areia da praia contemplando a praia deserta
77;Lugar rústico e tranquilo, existem algumas trilhas para caminhada, prepare o repelente, as praias são desertas e intocáveis... lugar fantástico
78;Pedalei de norte a sul, cerca de 35 KM, só paz e tranquilidade, só tem que haver um planejamento pois não há nenhuma estrutura ou morador!
79;O lugar é tranquilo, apenas alguns turistas. Tem uma trilha legal para chegar até lá. Bom pra tomar um banho de sol ou banho de mar, pra quem quer sossego.
80;O acesso à praia pode ser feito, a parti da Vila de Superagui, por trilha ou pela faixa de areia, e dura cerca de meia-hora. A praia é enorme e vazia, com poucos turistas e cachorros. Ideal pra quem quer tranquilidade e não liga muito para o mar batido da região
81;Trilha longa mas limpa e bem sinalizada, Passeio imperdível na ilha! Levar camera, água e disposição para caminhar!
82;Longe da agitação, é um ótimo lugar pra ficar sossegado. Porém não há estrutura, então é necessário levar água e alimento.
83;Gostei da paisagem, ar puro, pássaros de caminhar 12 km. Precisa carregar bastante água pois não há vida humana no trajeto assim como outras comodidades. É melhor sair bem cedo fazer a trilha de dentro e voltar pela praia com o vento pelas costas, acho melhor.
84;Se vc busca um lugar para andar por kilometros em meio a natureza o lugar é aqui, exuberante e virgem!!!
85;Pedalar até a praia deserta vale muito a pena Se choveu nos dias anteriores, o lago que forma encontrando o mar é ainda mais bonito
86;"Praia deserta faz jus ao nome: Linda, exótica e selvagem...pode se andar por kilometros sem avistar ninguem.O mar tem suas ondas quebradas em bancos de areias e a água fica mais calma e límpida. Há também piscinas naturais de águas com cores cobreadas.
Lugar lindo!
"
87;Saindo do vilarejo,por uma trilha nos deparamos com a Praia Deserta, como o nome diz, totalmente deserta. Só mar, areia fina e clara. É bonito
88;Uma praia só pra mim, você essa sensação que tive. São quase 40 km de praia, sem nenhuma infraestrutura (leve tudo o que achar que vá precisar). Uma trilha sai da Vila de Superagui e como eu estava de bicicleta achei a trilha curta, cerca de 4km.
89;é melhor para banho, pois não tem tanta poluição dos moradores do local. Onde ficam as pousadas e restaurantes não consegui entrar na água.
90;Fomos no feriado de primeiro de maio. O acesso à praia é por uma trilha, e demora mais ou menos 1 hora para chegar até lá. A praia é literalmente deserta, não tem nada em volta. Leve tudo o que precisar.
91;Leva cerca de uma hora de caminhada pela trilha. Quando cheguei ela não estava deserta, tinha uma TV fazendo uma reportagem do lugar hehehehe. Lugar muito bonito mas não tem nada, por isso é importante levar água, protetor solar e tudo o que for precisar para a caminhada.
92;Se você quiser uma praia só para você, podes vir aqui, é so pegar um barco em Paranaguá, em meia hora você chega a essa lunda praia.
93;A praia realmente é deserta, como o próprio nome diz, só aparecem pescadores e poucos turistas, talvez a época que fui estava fora dos planos de passeio dos demais.
94;O nome já diz tudo! A praia deserta é destino obrigatório para quem quer ficar longe da civilização! São quase trinta quilômetros de praia sem nenhuma construção..
95;Ótimo destino para quem gosta de natureza e quer escapar um pouco do movimento mesmo durante o carnaval. Para quem quer ir um pouco mais longe, uma bicicleta é imprescindível. Não esqueça do protetor solar, pois praticamente não existem lugares com sombra no caminho. Além disso é importante levar água e qualquer outra coisa que quiser comer, pois como era de se esperar de uma praia deserta, não existem lanchonetes no caminho.
96;A praia deserta é, a minha opinião, o principal atrativo da Ilha de Superagui. Afinal, em que outra praia do Paraná você se imaginaria sozinho? São 40 km de praia que ligam o Paraná a São Paulo. O melhor é alugar uma bike, ou levar a sua, e aproveitar melhor o passeio sem ter que andar por tantas horas para poder percorrer um pedacinho da praia. Leve água e tudo o que for precisar, a praia é deserta mesmo, não há barraquinhas ou ambulantes.
97;"A praia é incrível, totalmente deserta e com vegetação rasteira preservada. Lembre-se de levar guarda sol, água e comida. A água é uma delícia. A trilha pelo mato dura 40 minutos, tem sombra e passa por um rio; a trilha pelo mar é mais longa e passa por uma região com um banco de areia que permite aos mais medrosos nadar a vontade."
98;"Para quem quer desfrutar do silêncio seja romântico ou com família é o lugar ideal. Natureza rustica. Fomos de carro até próximo de lá, depois fretamos um barco para atravessar mas dá para pegar barco em Paranaguá. Almoçamos frutos do mar, muito saborosos.É um passeio bacana, praia deserta, sem vai e vem de veículos ou outro meio de locomoção; em passeio com crianças ir prevenido, pois é praticamente deserto"
99;Para um passeio romantico é o lugar ideal. Muitissimo lindo, tem que pegar barco em paranagua tem 24 pousadas há uma trilha que liga a vila à praia deserta.
