id;coments
49;Essa cachoeira é muito linda e ainda por cima é formada pelas águas do Rio Sono unico de água potável do Brasil.
50;Grande volume de água, mesmo para setembro, contemplação muito agradável e relaxante. Não é permitido banho nesta área.
51;A paisagem e linda, mas faça o rafting para ver melhor a paisagem e se sentir mais conectado com a natureza. Pois entramos atras do veu da cachoeira é fantastico.Dica: use sapatilha de mergulho pois no meio do rafting subimos em pedras se podem machucar os pes.
52;A paisagem, a queda, a força das águas, a beleza da natureza é algo incrível e possa dar uma certeza, vocês voltarão com fotos maravilhosas deste local.
53;A Cachoeira é linda! É a segunda maior após Foz do Iguaçu. A estrutura até a chegada nas quedas é muito boa, com uma passarela que nos leva até o ponto principal para fotos. 
54;Foi a primeira vez que fizemos Rafting e sem dúvida foi devido a experiência e segurança que a equipe e principalmente o Matheus nos passou. A visita no véu da cachoeira da Velha é animal! E o Rafting proporciona fotos animais! NOVAVENTURA Obrigado por nos proporcionar essa trip!
55;O local não permite banho, então é uma visita de contemplação visual. É muito lindo! Vale a pena seguir a trilha para chegar mais perto e tirar otimas fotos. Não fiz o rafiting.
56;A visita contemplativa à Cachoeira da Velha é uma obrigação. Além, das fotos que podem ser feitas da passarela, vale muito à pena percorrer as duas pequenas trilhas que nos aproximam da mesma.Melhor que isso, só mesmo a experiência do rafting e a visão dos dois arcos que formam a Cachoeira (beleza avistada só para quem faz o rafting). Da passarela os dois arcos não são visualizados.
57;Linda queda dágua, onde é pode-se acessar e observar através de uma passarela de madeira. Não é possível tomar banho na cachoeira devido a força das aguas
58;Lugar lindo, fizemos o rafting e foi incrível. Sem palavras para descrever. Vale a pena cada centavo pago.
59;"Pode-se explorar as quedas de duas formas: pelo lado das passarelas, daonde é possível ter vistas deslumbrantes; e fazendo um rafting do outro lado das quedas, com acesso a uma queda que não se vê pelas passarelas. Rafting divertido e de bom nível (apesar de curto)"
60;No local não é permitido banho, tendo em vista de que se está no topo da queda d'água. O barulho da água é divino, assim como a força da correnteza.
61;Cachoeira bem caudalosa, mesmo no inverno, quando as chuvas são escassas! Cenário muito bonito para tirar fotos.
62;Impressiona pela força das águas e beleza do lugar. Não é possível entrar em suas águas devido às fortes correntezas, porém é um local de visitação obrigatória dada a sua beleza
63;Cachoeira pra vc contemplar a exuberância e a magnitude. Quedas mt intensas e uma beleza incrível. O Jalapão é magnífico e de uma beleza sem igual. 
64;bela queda de agua, bom volume dagua. mas e' so para ver, nao pode nadar.tem a opcao do passeio de rafting.e continuando pela trilha tem a prainha do rio novo, onde pode relaxar numa agua muito agradavel.
65;Achei boa a estrutura para chegar perto das quedas, e lá de pertinho dá até medo de cair, porque se isso acontecer, talvez o estrago seja grande. Mas é bonito de se ver.
66;Uma cachoeira com altíssimo volume de água, o que impossibilita o banho, apenas para quem faz o rafting. De qualquer forma, vale conhecê-la para admirar esta beleza natural. A pequena trilha para chegada é toda em uma excelente estrutura de madeira.
67;Fizemos o Rafting nesta cachoeira com a Equipe Novaventura, foi Sensacional, no final tem um prainha que é maravilhosa.
68;Não é uma cachoeira para banho, somente para contemplação. Em tempos de chuva o volume da agua fica absurdo e não dá pra chegar até a ponta.
69;Não pode nadar,  Mas tem uma plataforma para chegar bem perto e fazer ótimas fotos sem correr riscos e um lugar para acalmar sua mente
70;Existe uma plataforma para se contemplar a cachoeira bem de perto. Também há 2 trilhas para se chegar até a água.
71;Foi o primeiro atrativo que visitamos no parque estadual do Jalapão. Tem muitas escadas e é preciso ter fôlego rsrs. Mas a recompensa daquele visual não tem igual! Não é permitido banho
72;vale a pena visitar o local para fazer fotografias. a composição do céu, da queda da cachoeira e da vegetação...são garantia certa de boas imagens
73;É um foz do Iguaçu mínima mas que força d´água, assusta mas deslumbra, nela se faz o rafting quem for muito bom neste esporte vale a pena, a emoção é única
74;A Cachoeira tem uma queda muito forte, por isso é só para contemplação, mas ela é um espetáculo aos olhos. 
75;Com passarela para apreciar vários ângulos da cachoeira . Muita água. Não é pra banho,.somente visitação.  Linda pra fotos Próxima a praia do sono. 
76;Acesso fácil, ideal para fotos, impossível entrar para o banho. Interessante é sair dali e ir para no rio tomar banho..uma delícia!!!
77;Uma cachoeira de tirar o fôlego, pois a vazão de água é talvez a maior da região. Tire várias fotos de vários ângulos. Pena que não é possível banhar ali, mas a paisagem é deslumbrante!
78;Mesmos os mais experientes devem tomar cuidado com a forte correnteza, Lugar desenhado  por Deus. De beleza impar.
79;Esta cachoeira é um pedaço das cataratas do Iguaçu, ela é muito grande e muito forte, tem um deck de madeira que te leva até a queda e tem 3 lugares para visualizar a cachoeira.A 200 metros abaixo tem a prainha do Rio Sono que vale muito a pena ir!
80;Estive neste carnaval(2018) no Jalapão. Como havia chovido muito três dias antes, o volume de água era muito grande(foto anexa). Essa Cachoeira é para contemplação, não é para mergulhar nela. A estrutura do local é muito boa com passarela desde o estacionamento até a beira da cachoeira. Passeio  que vale a pena, claro que se for feito com guias experientes e responsáveis como o pessoal da Jalapa Adventure ecotur.
81;Durante minha expedição no Jalapão uma das paradas foi nesta cachoeira, lindíssima com sua imponência e forte queda D'água, mas somente para contemplação e fotos.
82;Muito bonita, entretanto para quem está no Jalapão e já mergulhou em uma dezena de cachoeiras está não será o ponto alto do seu passeio.
83;Vale apenas para contemplar a beleza, pois não é possível entrar na água. Há estacionamento no local.
84;A cachoeira da Velha é uma das primeiras atrações do roteiro turístico pelo parque nacional do jalapão. Descomunal e belíssima, mostra como a natureza é poderosa e única. Há uma sede e estacionamento e a trilha é palafitada para não se pisar no charco, é todo paramentado até a impressionante queda d´água.  Imperdível.
85;As quedas da Cachoeira da Velha formam uma linda paisagem. É possível acessá-la por meio de uma plataforma de madeira que liga o estacionamento e a lateral da cachoeira. Não é possível nadar, é mais para tirar fotos e apreciar a natureza. A água da cachoeira estava escura, pois tinha chovido um tempo antes de chegarmos lá. Mesmo assim valeu a visita.
86;A maior cachoeira do Jalapão impressiona pelo tamanho e volume de água. Um visual realmente impressionante. Não é possível banhar-se, é um local para se admirar como a natureza é linda.
87;Lugar bacana pra tirar fotos e observar a natureza generosa do Jalapão. Vale aproveitar a vista de cima e também descer as escadinhas e tirar fotos mais perto da queda d'água.
88;Linda! Dá pra fazer rafting, mas não se nada nela, só na prainha. Em janeiro ela está super cheia! Deslumbrante! Só chega de carro traçado. Pena que a casa de apoio do parque está tão mal cuidada... Banheiros sujos...
89;"muito distante, mas a maioria das agências que fazem as expedições não a deixam de fora do itinerário. (ainda bem). maravilha de lugar. para acaessá-la, antes a um \check-point\"" numa propriedade que já foi a fazenda de Pablo Escobar (o cara ficava bem escondido! que base) e um senhor colhe sua assinatura para fins de controle governamental. a cachoeira em si, é lugar de contemplação. possui passarela de acesso. o fluxo de água é magnífico. destaco a árvore que com sua bela copa e porte, está no meio da queda d'água. certeza de boas fotos e momentos especiais juntos da natureza. vale a pena todo esforço (dezenas e dezenas de quilômetros) para chegar a ela. ***um pouco mais a frente, talvez cerca de 1km de carro, existe a prainha, onde é possível banhar-se. não custa lembrar que não há infraestrutura alguma. é você e a natureza."""
90;Belíssima trilha de acesso com passarela. Cachoeira de águas espetaculares. Para o passeio é aconselhável levar água para beber e lanchinho. Fica longe de outras atrações. 
91;A cachoeira é realmente muito bonita e a prainha é bem agradável pra tomar um banho de rio, no entanto,  é bem longe tanto de Ponte Alta quanto de Mateiros,  e pra chegar nela são quase 100 km de estrada de terra tanto de uma como da outra cidade.  Acho que só vale a pena se vc já tiver que ir de uma cidade pra outra e aí aproveitar pra fazer uma parada.  Pra sair do hotel p fazer a visita acho que não compensa,  tem outros lugares bem bonitos e mais próximos já que a estrada é bem ruim.  
92;Lugar delicioso para recarregar as energias!Longe, mas vale demais a pena! Realmente muito lindo!!!
93;Lindo local, trilha de facil acesso por um planalto de madeira. Fotos e visual deslumbrante com muita água. Vale a visita!
94;A estrada para chegar na Cachoeira não é das melhores. Chegando lá tem passarelas que levam até a queda da água. 
95;Cachoeira muito linda, com um dos melhores acessos da região do Jalapão. Tem estrutura para tirar fotos em diversos níveis. Imagino que fique mais bonita em períodos de pouca chuva.
96;No meio da exuberância que são os atrativos da região a Cachoeira da Velha é algo trivial, comum. Normal.
97;"Uma das cachoeiras mais linda do Jalapão muita água com um grande visual pra apreciar o que a natureza nos proporciona de mais belo... E ainda tem o rafiting pra fazer mas infelizmente na época de dezembro devido as fortes chuvas não foi possível; uma pena pq seria mais um atrativo muito interessante de ser feito."
98;Ótima Cachoeira, com boa estrutura.Possui um grande passarela de madeira para acessar o local.É uma magnífica queda dágua.
99;Essa cachoeira é uma verdadeira força da Natureza! É linda, volumosa, intensa!Não é permitido tomar banho neste ponto do Rio, mas você pode fazer fotos fantásticas!
100;As quedas são belíssimas e temos condições de observar de diversos ângulos. Além de poder percorrer uma trilha
101;Cachoeirra é maravilhosa. Se chega até ela por uma longa passarela de madeira e tem uma vista linda. Como ela é bem grande e forte não se recomenda entrar para banho, é um passeio somente para visual e contemplar a beleza do local. Fui com guias, da excursão Aventura Eco, passei Jalapão 360º. da para tirar lindas fotos. Vale a pena!
102;O Jalapão e bruto as estradas são difíceis mas chegar na cachoeira da velha e na prainha do Rio vale a pena o lugar é lindo
103;Uma cachoeira muito bonita, com água verdinha e muito forte. Uma passarela com um visual legal leva à ela. Outra ótima opção para quebrar a viagem até o Jalapão.
104;Ah, o acesso não é simples, mas quando chegamos lá... é tão lindo, tão forte! Poderosa força da natureza...
105;Se fosse definir as virtudes com que a natureza dotou a Cachoeira da Velha diria que foi de força e generosidade. Caudalosa, abundante, rápida e enérgica para derramar-se sobre as pedras e seguir seu curso com a àguas que recebe do Rio Novo, é também generosa com suas pedras planas que permitem uns passinhos e o privilégio de molhar os pés naquelas altas temperaturas do Jalapão. O ideal é visitar a Cachoeira da Velha com calçado de trilha que ofereça algum atrito para evitar resvalar nas pedras. Banhos são impossíveis, a correnteza é violenta. Impressionante são as árvores que compõem o belo cenário, elas parecem estar presas minimamente e frágeis suportando todo aquele volume de água.
106;Com passarela sobre a vereda, a Cachoeira é de um tamanho que me surpreendeu, em termos de Cerrado. Além da queda d'água, há também uma prainha mais abaixo que torna a experiência única!
107;A Cachoeira da velha é um lugar calmo, tranquilo.. Ou pelo menos estava no dia que eu esyive lá.. O que possibilitou tirar boas fotos e filmar um vídeo com um pouco do que esse lugar transmite
108;A força da cachoeira da velha é impressionante. Água limpinha, mesmo olhando locais profundos, dá pra ver pedrinhas e peixinhos!
109;A Cachoeira da Velha é um local de fácil acesso e bem conservado. É a maior cachoeira do Jalapão, formada pelas águas do Rio Novo, com uma queda em torno de 15 metros e 100 metros de largura, onde as águas mostram sua exuberância  caindo por duas quedas em forma de ferraduras proporcionando uma visão imponente, que com certeza agrada a todos turistas. Porém não é possível tomar banho ali. Há passarelas e mirante onde se pode admirar esse espetáculo oferecido pela natureza.
110;Para chegar até a visitação da cachoeira tem uma estrutura bem legal, uma passarela toda em madeirinhas. A cachoeira não é para banho, mas é para recarregar todas as baterias e energias. É a cachoeira em maior volume de água da região! Vale dar uma paradinha para contemplação!E logo abaixo tem uma prainha para banho super relaxante!
111;O visual é bastante bonito e a queda dágua é bem forte por isso é proibido o banho nesse local. Mais adiante dá para se banhar na praia desse rio.
112;Estrutura bem montada, rampa de madeira dá acesso à Cachoeira, que aliás são várias, todas lindas. As fotos ficam belíssimas. Só não dá para tomar banho aqui, mas não perca a Prainha, mais à frente! Sensacional!
113;O Jalapão por si só é lindo... natureza selvagem... e essa cachoeira trata-se de uma das maiores e portanto, apenas para apreciar o visual e tirar belas fotos. Não é possível o banho.  Foi muito agradável pois, o calor misturava-se com a brisa suave e as gotoas d'água da forte cachoeira.
114;e uma mini fos do iguaçu no deserto, lugar com fácil acesso bem sinalizado,nao da para entender aquela imensidão de água em um deserto.....lindo
115;A cachoeira é realmente bonita. Bem grande e com imenso volume da água, não é possível entrar mas dá pra sentir os respingos da água enquanto observa essa beleza.
116;É uma das maiores cachoeira da região, muito bonita, agua límpida e refrescante. Faz parte do Rio Novo.
117;Uma das mais belas vistas do Parque do Jalapão. Pra quem interessar, ainda pode ser feito um Rafting descendo o rio e chegando na Prainha. Sensacional.
118;Surpreendente. Longe, como tudo no Jalapão, mas vale a pena. Local bem estruturado, com Guias, Pontes e até um rafting. O volume e a cor da água impressionam pela beleza!
119;A Cachoeira da Velha é atração imperdível no Jalapão, em dias vazios, é possível ficar só em um de seus pontos de admiração. Há trilha interna que dá numa prainha, onde também é possível chegar de carro.
120;Visão única, tem um deck que leva até a atração, a força da água é maravilhosa. Sentir as gotículas de água no ar mesmo com a queda da água tão distante.
121;A força da água é realmente impressionante e linda demais! Especialmente ao pensar que este volume todo de água está no meio do cerrado. Neste passeio existe a opção de fazer rafting - preferi contemplar a vista, mas na próxima vez quero fazer!
122;A cachoeira da velha tem uma grande queda d'Água, e olha que fui em agosto, mês da seca (verão pra eles), imagina depois que começam as chuvas. Existem alguns mirantes que te permitem ter uma boa visão da cachoeira para fotos mas para que essa atração mereça as 5 estrelas vc precisa fazer o rafting mesmo que seja o mais curto, cerca de uma hora. Vc já sai quase aos pés da queda d'Água, vai de encontro a ela, depois vc sai do bote e é possível passar por dentro dela, sensação de pegar um imenso tubo e curtir a queda de bem perto. Depois vc desce as corredeiras, o que também é bem divertido. No final ainda pode relaxar e curtir a prainha do rio novo que linda demais, com todo verde em volta e água muito limpa e de temperatura agradável. Pra mim um dos top 5 do Jalapão mas tem de fazer o rafting. 
123;"cachoeira quase sem queda Dagua. Vale pela beleza do conjunto com pedras que ornamentam e estrutura paisagística natural. Decepciona pelo tamanho e fica aquela sensação :\É só isso?\"""""
124;Esta Cachoeira é  mágica. Muito linda. Tem uma Prainha que é  ótima para criancas e relaxar renovando as energias.
125;A cachoeira é linda, o passeio de raffting é muito legal, você vê a cachoeira de vários ângulos, vale muito à pena. O único porém é que o acesso é por estradas ruins, mas nada que atrapalhe.
126;No meio do cerrado do Tocantins, eis que surge uma bela cachoeira! Diz a lenda que uma senhora idosa se afogou em suas águas, daí o nome Cachoeira da Velha. Há opções de rafting nas suas imediações, para quem deseja aventurar um pouco mais! 
127;Cachoeira famosa pela canoagem. Há uma prainha depois da cachoeira (é preciso dar uma volta de carro pra chegar ali). Cachoeira é bem bonita e dá para chegar bem perto. 
128;bonito, mas muito longe e acesso difícil, só se chega com carro traçado.muito cansativo.muito longe da cidade de Mateiros.
129;Cachoeira para ser apreciada pela abundância de água e queda. Não é aconselhável naar no local pela forte correnteza. Logo abaixo é encontrada a prainha que é própria para banho.
130;Linda cachoeira, o visual é fantástico. Vale a pena ir conhecer mais em baixo a prainha.  Outra excelente opção é se aventurar com os amigos rio abaixo, acompanhados de um profissional, claro. 
131;"Todo o caminho até lá é interessante... inclusive passamos por uma fazenda que teve como dono, segundo nos disseram, Pablo Escobar (será?). A cachoeira é linda, forte, sonora! Dá para descer as escadas e ficar bem perto da água; mas só para apreciação, porque é muito forte mesmo!"
132;O cenario é excelente para fotos,o contraste é perfeito.No local foi rodado cenas do filme deus e brasileiro
133;Esta cachoeira é de uma beleza impressionante, desde a chegada, quando escutamos o barulho e sentimos a força da natureza, com sua beleza exuberante, algo encantador!! Minha opinião é que se deva ficar um pouco mais de tempo neste lugar divino!
134;Cachoeira exuberante, visita para contemplação. Fácil acesso através de pontes de madeira, não é possível banho devido à força das águas.
135;A força das água me lembraram as cataratas do Iguaçu, em proporções menores é claro.Aquela árvore no meio da cachoeira é surreal, amei.
136;Linda Cachoeira. Tem um visual exuberante, a que da é muito bonita, é uma miniatura das Cataratas do Iguaçu. Tem um passeio de rafting ao lado muito legal. Na Cachoeira mesmo não é adequada para banho, mas um pouco abaixo tem uma prainha muito legal para banho. A Cachoeira fica perto da Sede do Parque do Jalapão. Vale a pena conferir.
137;Uma ótima Cachoeira onde a vista lindas paisagens dela é algo fascinante para fotos é uma área de banho a 1 km pra baixo e opção de rafting
138;A cachoeira é linda, não dá pra entrar e tomar um banho é só para observar e tirar belas fotos. Vale à pena conhecer.
139;Beleza esplendorosa pelo Tocantins, onde pudemos integra e dar continuidade até a serras gerais o Tocantins é realmente lindo!
140;A maior cachoeira do Jalapão - TO, tem 20 metros de queda e cem metros de largura, formando dois semicírculos em formato de ferradura. Alimenta pelas abundantes águas do Rio Novo.O nome, segundo os locais, deve-se a uma mulher que vivia nas proximidades da cachoeira e amava demais aquelas águas e, depois de morrer, seu espírito permanece no lugar.Pela grandiosidade é impossível o banho. É um atrativo para admiração, o que pode ser feito ao longo da passarela de acesso e do mirante posicionado estrategicamente para isto.
141;A cachoeira é bonita, com quedas de agua bem grandes, mas nada de diferente. É bem similar as Cataratas do Iguaçu. O acesso se dá atraves de uma passarela de madeira e uma pequena trilha (que quando fui, estava desativada devido ao nascimento de uma onça). Não dá para entrar nela, apenas admirar.
142;"Passeio rápido e fácil, e que vale a pena para ver um grande volume de água, o som e a força bruta da natureza. Como está mais \baixo\"" que Foz do Iguaçu, a sensação de proximidade com a água é diferente e interessante."""
143;Cachoeira muito bonita, que fica dentro de uma fazenda que foi do Pablo Escobar. Momento para contemplação e belas fotos
144;No local é possível fechar um passeio de rafting e há também um observatório para apreciar as quedas d'água! 
145;Cachoeira no meio do nada, com uma vazão impressionante de agua! Realmente impressiona o fato de não ter nada ao redor que indique essa quantidade de água. Tem a possibilidade de fazer rafting nas corredeiras, porém eu achei muito alto para fazer. Ao contrario do que eu pensei, não se pode entrar na cachoeira, pois tem muita pedra e a correteza é muito forte, impossibilitando um local adequado para mergulho.
146;Lugar privilegiado magnífico, a passarela vai até bem perto... natureza perfeita de Deus!!! Era antiga propriedade de Pablo Escobar, onde ele construiu a passarela para que sua mãe pudesse apreciar de perto a cachoeira!! 
147;Foi maravilhosa a minha experiencia com a cachoeira da velha! local limpo, agradável e seguro!!! nem parece que é de graça!!! vou voltar em breve!!!
148;Fiquei impressionado com a quantidade de água da cachoeira. Recomendo muito a visita.O local tem uma boa estrutura com passarelas, mirantes, boas fotos garantidas!
149;Cachoeira grandiosa e lindíssima. Tem um deck onde é possível observar a queda e tirar fotos.  Em uma pequena área é possível entrar na água, mas não conseguimos porque o local estava disputado pelos visitantes.
150;Local acessível por estrada de 29 km a partir da estrada principal, em condições ruins, mas que consegui vencer com um 4x2 sem muito estresse. Para quem conhece Foz do Iguaçu, lembra uma mini cataratas, mas que possui seu charme próprio.
151;A cachoeira tem cerca de 20 metros de queda e 100 metros de largura. Otimo para tomar um banho, admirar as paisagens, possui passarelas que servem de mirantes. POssui tambem uma praia super tranquila, linda, com areias fininhas. Um local abençoado por Deus!
152;Impossível imaginar como surge aquele volume de água a partir de um cenário semi desértico.Local bem estruturado, com passarela segura e de fácil acesso, podendo-se através de uma caminhada curta observar de um mirante a beleza do local.Na região das quedas o volume de água impede banho, que pode ser realizado mais à frente em uma praia do rio que dá origem às quedas. Belíssimo !!
153;Mesmo estando acostumada à vista das cataratas do Iguaçu está cocheira impressiona e tem seu charme pela proximidade com que podemos aprecia-la. 
154;Cachoeira majestosa, com exuberantes quedas d'água. Não é permitido banhar-se por conta do tamanho e da força das quedas, mas o visual é lindo e rende fotos espetaculares de vários ângulos.  Não deixe de visitar. 
